web-scraper-order,web-scraper-start-url,pagination,pagination-href,publication,title,author,year,issue number,page number,description,MFN,ანოტაცია,გეოგ დასახელება,თემატიკა,მოხსენიებული პირები,ორგანიზაცია,პერსონალია,საკვანძო სიტყვები,ფოტოები,მატიანის რუბრიკა
1524727432-155,http://www.nplg.gov.ge/ec/ka/amat/search.html?cmd=search&sf=advanced&qs%5B0%5D%5Bf%5D=700&qs%5B0%5D%5Bq%5D=&qs%5B0%5D%5Bb%5D=and&qs%5B1%5D%5Bf%5D=200&qs%5B1%5D%5Bq%5D=&qs%5B1%5D%5Bb%5D=and&qs%5B2%5D%5Bf%5D=9801&qs%5B2%5D%5Bq%5D=%E1%83%95%E1%83%90%E1%83%96%E1%83%98+%E1%83%93%E1%83%90+%E1%83%A6%E1%83%95%E1%83%98%E1%83%9C%E1%83%9D&qs%5B2%5D%5Bb%5D=and&qs%5B3%5D%5Bf%5D=9802&qs%5B3%5D%5Bq%5D=1920&qs%5B3%5D%5Bb%5D=and&qs%5B4%5D%5Bf%5D=600&qs%5B4%5D%5Bq%5D=&qs%5B4%5D%5Bb%5D=and&qs%5B5%5D%5Bf%5D=606&qs%5B5%5D%5Bq%5D=&pft=biblio&rnum=50&kbd=en&submit_btn=%E1%83%AB%E1%83%98%E1%83%94%E1%83%91%E1%83%90,,,ვაზი და ღვინო,"კახელ მევენახეთა კოოპერატიული საზოგადოება ""კახეთის"" გამგეობა...",,1920,N1,გვ.16,"კახელ მევენახეთა კოოპერატიული საზოგადოება ""კახეთის"" გამგეობა... // ვაზი და ღვინო. - თბილისი, 1920. - N1. - გვ.16[MFN: 428403]",428403,"  საზოგადოება ""კახეთის"" წევრთა საზოგადო კრების ჩატარების შესახებ",  თბილისი.,  სოფლის მეურნეობა; საზოგადოებები; თბილისის ქუჩები.,,"  კახელ მევენახეთა კოოპერატიული საზოგადოება ""კახეთი"".",,  კრებები; მევენახეები; გოგოლის ქუჩა.,,
1524727432-178,http://www.nplg.gov.ge/ec/ka/amat/search.html?cmd=search&sf=advanced&qs%5B0%5D%5Bf%5D=700&qs%5B0%5D%5Bq%5D=&qs%5B0%5D%5Bb%5D=and&qs%5B1%5D%5Bf%5D=200&qs%5B1%5D%5Bq%5D=&qs%5B1%5D%5Bb%5D=and&qs%5B2%5D%5Bf%5D=9801&qs%5B2%5D%5Bq%5D=%E1%83%95%E1%83%90%E1%83%96%E1%83%98+%E1%83%93%E1%83%90+%E1%83%A6%E1%83%95%E1%83%98%E1%83%9C%E1%83%9D&qs%5B2%5D%5Bb%5D=and&qs%5B3%5D%5Bf%5D=9802&qs%5B3%5D%5Bq%5D=1920&qs%5B3%5D%5Bb%5D=and&qs%5B4%5D%5Bf%5D=600&qs%5B4%5D%5Bq%5D=&qs%5B4%5D%5Bb%5D=and&qs%5B5%5D%5Bf%5D=606&qs%5B5%5D%5Bq%5D=&pft=biblio&rnum=50&kbd=en&submit_btn=%E1%83%AB%E1%83%98%E1%83%94%E1%83%91%E1%83%90,,,ვაზი და ღვინო,ველისციხის შემნ. გამსესხ. ამხანაგობიდან,კრებაზე დამსწრე,1920,N4,გვ.10-11,"ველისციხის შემნ. გამსესხ. ამხანაგობიდან // ვაზი და ღვინო. - თბილისი, 1920. - N4. - გვ.10-11[MFN: 428509]",428509,  ველისციხის შემნახველ გამსესხებელი ამხანაგობის მუშაობა და მის მიერ მევენახეებისათვის გაწეული დახმარებები,  ველისციხე.,  სოფლის მეურნეობა; მევენახეობა-მეღვინეობა.,,  ველისციხის შემნახველ გამსესხებელი ამხანაგობა.,,  მევენახეები.,,
1524727439-260,http://www.nplg.gov.ge/ec/ka/amat/search.html?cmd=search&sf=advanced&qs%5B0%5D%5Bf%5D=700&qs%5B0%5D%5Bq%5D=&qs%5B0%5D%5Bb%5D=and&qs%5B1%5D%5Bf%5D=200&qs%5B1%5D%5Bq%5D=&qs%5B1%5D%5Bb%5D=and&qs%5B2%5D%5Bf%5D=9801&qs%5B2%5D%5Bq%5D=%E1%83%95%E1%83%90%E1%83%96%E1%83%98+%E1%83%93%E1%83%90+%E1%83%A6%E1%83%95%E1%83%98%E1%83%9C%E1%83%9D&qs%5B2%5D%5Bb%5D=and&qs%5B3%5D%5Bf%5D=9802&qs%5B3%5D%5Bq%5D=1920&qs%5B3%5D%5Bb%5D=and&qs%5B4%5D%5Bf%5D=600&qs%5B4%5D%5Bq%5D=&qs%5B4%5D%5Bb%5D=and&qs%5B5%5D%5Bf%5D=606&qs%5B5%5D%5Bq%5D=&pft=biblio&rnum=50&kbd=en&submit_btn=%E1%83%AB%E1%83%98%E1%83%94%E1%83%91%E1%83%90,1,http://www.nplg.gov.ge/ec/ka/amat/search.html?cmd=search&pft=biblio&from=1&rnum=50&sf=advanced&qs=a%3A6%3A%7Bi%3A0%3Ba%3A3%3A%7Bs%3A1%3A%22f%22%3Bs%3A3%3A%22700%22%3Bs%3A1%3A%22q%22%3Bs%3A0%3A%22%22%3Bs%3A1%3A%22b%22%3Bs%3A3%3A%22and%22%3B%7Di%3A1%3Ba%3A3%3A%7Bs%3A1%3A%22f%22%3Bs%3A3%3A%22200%22%3Bs%3A1%3A%22q%22%3Bs%3A0%3A%22%22%3Bs%3A1%3A%22b%22%3Bs%3A3%3A%22and%22%3B%7Di%3A2%3Ba%3A3%3A%7Bs%3A1%3A%22f%22%3Bs%3A4%3A%229801%22%3Bs%3A1%3A%22q%22%3Bs%3A35%3A%22%E1%83%95%E1%83%90%E1%83%96%E1%83%98+%E1%83%93%E1%83%90+%E1%83%A6%E1%83%95%E1%83%98%E1%83%9C%E1%83%9D%22%3Bs%3A1%3A%22b%22%3Bs%3A3%3A%22and%22%3B%7Di%3A3%3Ba%3A3%3A%7Bs%3A1%3A%22f%22%3Bs%3A4%3A%229802%22%3Bs%3A1%3A%22q%22%3Bs%3A4%3A%221920%22%3Bs%3A1%3A%22b%22%3Bs%3A3%3A%22and%22%3B%7Di%3A4%3Ba%3A3%3A%7Bs%3A1%3A%22f%22%3Bs%3A3%3A%22600%22%3Bs%3A1%3A%22q%22%3Bs%3A0%3A%22%22%3Bs%3A1%3A%22b%22%3Bs%3A3%3A%22and%22%3B%7Di%3A5%3Ba%3A2%3A%7Bs%3A1%3A%22f%22%3Bs%3A3%3A%22606%22%3Bs%3A1%3A%22q%22%3Bs%3A0%3A%22%22%3B%7D%7D,ვაზი და ღვინო,ფოსტა : ჩვენს კორესპონდენტებს,,1920,N3,გვ.15,"ფოსტა : ჩვენს კორესპონდენტებს // ვაზი და ღვინო. - თბილისი, 1920. - N3. - გვ.15[MFN: 428499]",428499,"  ჟ. ""ღვინო და ვაზის"" რედაქციის მიმართვა კორესპონდენტებისადმი",,  პერიოდული გამოცემები.,  იაკობაშვილი გ..,"  ჟ. ""ღვინო და ვაზი"".",,  ჟურნალები.,,
1524727426-98,http://www.nplg.gov.ge/ec/ka/amat/search.html?cmd=search&sf=advanced&qs%5B0%5D%5Bf%5D=700&qs%5B0%5D%5Bq%5D=&qs%5B0%5D%5Bb%5D=and&qs%5B1%5D%5Bf%5D=200&qs%5B1%5D%5Bq%5D=&qs%5B1%5D%5Bb%5D=and&qs%5B2%5D%5Bf%5D=9801&qs%5B2%5D%5Bq%5D=%E1%83%95%E1%83%90%E1%83%96%E1%83%98+%E1%83%93%E1%83%90+%E1%83%A6%E1%83%95%E1%83%98%E1%83%9C%E1%83%9D&qs%5B2%5D%5Bb%5D=and&qs%5B3%5D%5Bf%5D=9802&qs%5B3%5D%5Bq%5D=1993&qs%5B3%5D%5Bb%5D=and&qs%5B4%5D%5Bf%5D=600&qs%5B4%5D%5Bq%5D=&qs%5B4%5D%5Bb%5D=and&qs%5B5%5D%5Bf%5D=606&qs%5B5%5D%5Bq%5D=&pft=biblio&rnum=50&kbd=en&submit_btn=%E1%83%AB%E1%83%98%E1%83%94%E1%83%91%E1%83%90,,,ვაზი და ღვინო,ქართული კონიაკი საერთაშორისო სარბიელზე : [ქართული ღვინოები და კონიაკი საერთაშორისო კონკურსებსა და კონფერენციებზე],,1993,N1,გვ.54-58,"ქართული კონიაკი საერთაშორისო სარბიელზე : [ქართული ღვინოები და კონიაკი საერთაშორისო კონკურსებსა და კონფერენციებზე] // ვაზი და ღვინო. - თბილისი, 1993. - N1-2. - გვ.54-58[MFN: 343255]",343255,,,,,,,,,  საქართველო; არაყი; კონიაკი.
1524727439-255,http://www.nplg.gov.ge/ec/ka/amat/search.html?cmd=search&sf=advanced&qs%5B0%5D%5Bf%5D=700&qs%5B0%5D%5Bq%5D=&qs%5B0%5D%5Bb%5D=and&qs%5B1%5D%5Bf%5D=200&qs%5B1%5D%5Bq%5D=&qs%5B1%5D%5Bb%5D=and&qs%5B2%5D%5Bf%5D=9801&qs%5B2%5D%5Bq%5D=%E1%83%95%E1%83%90%E1%83%96%E1%83%98+%E1%83%93%E1%83%90+%E1%83%A6%E1%83%95%E1%83%98%E1%83%9C%E1%83%9D&qs%5B2%5D%5Bb%5D=and&qs%5B3%5D%5Bf%5D=9802&qs%5B3%5D%5Bq%5D=1920&qs%5B3%5D%5Bb%5D=and&qs%5B4%5D%5Bf%5D=600&qs%5B4%5D%5Bq%5D=&qs%5B4%5D%5Bb%5D=and&qs%5B5%5D%5Bf%5D=606&qs%5B5%5D%5Bq%5D=&pft=biblio&rnum=50&kbd=en&submit_btn=%E1%83%AB%E1%83%98%E1%83%94%E1%83%91%E1%83%90,1,http://www.nplg.gov.ge/ec/ka/amat/search.html?cmd=search&pft=biblio&from=1&rnum=50&sf=advanced&qs=a%3A6%3A%7Bi%3A0%3Ba%3A3%3A%7Bs%3A1%3A%22f%22%3Bs%3A3%3A%22700%22%3Bs%3A1%3A%22q%22%3Bs%3A0%3A%22%22%3Bs%3A1%3A%22b%22%3Bs%3A3%3A%22and%22%3B%7Di%3A1%3Ba%3A3%3A%7Bs%3A1%3A%22f%22%3Bs%3A3%3A%22200%22%3Bs%3A1%3A%22q%22%3Bs%3A0%3A%22%22%3Bs%3A1%3A%22b%22%3Bs%3A3%3A%22and%22%3B%7Di%3A2%3Ba%3A3%3A%7Bs%3A1%3A%22f%22%3Bs%3A4%3A%229801%22%3Bs%3A1%3A%22q%22%3Bs%3A35%3A%22%E1%83%95%E1%83%90%E1%83%96%E1%83%98+%E1%83%93%E1%83%90+%E1%83%A6%E1%83%95%E1%83%98%E1%83%9C%E1%83%9D%22%3Bs%3A1%3A%22b%22%3Bs%3A3%3A%22and%22%3B%7Di%3A3%3Ba%3A3%3A%7Bs%3A1%3A%22f%22%3Bs%3A4%3A%229802%22%3Bs%3A1%3A%22q%22%3Bs%3A4%3A%221920%22%3Bs%3A1%3A%22b%22%3Bs%3A3%3A%22and%22%3B%7Di%3A4%3Ba%3A3%3A%7Bs%3A1%3A%22f%22%3Bs%3A3%3A%22600%22%3Bs%3A1%3A%22q%22%3Bs%3A0%3A%22%22%3Bs%3A1%3A%22b%22%3Bs%3A3%3A%22and%22%3B%7Di%3A5%3Ba%3A2%3A%7Bs%3A1%3A%22f%22%3Bs%3A3%3A%22606%22%3Bs%3A1%3A%22q%22%3Bs%3A0%3A%22%22%3B%7D%7D,ვაზი და ღვინო,ახალი ჯიშის ვაზი : (კორესპონდენცია სამეგრელოდან),"ძვ-ლანია, ჭ.",1920,N3,გვ.12,"ახალი ჯიშის ვაზი : (კორესპონდენცია სამეგრელოდან) // ვაზი და ღვინო. - თბილისი, 1920. - N3. - გვ.12[MFN: 428475]",428475,  აბაშის რ-ში ახალი ჯიშის ე. წ. ცომაიას ვაზის გავრცელება,,  სოფლის მეურნეობა; მევენახეობა-მეღვინეობა.,,,,  ვაზის ჯიშები; ცომაიას ვაზი.,,
1524727439-227,http://www.nplg.gov.ge/ec/ka/amat/search.html?cmd=search&sf=advanced&qs%5B0%5D%5Bf%5D=700&qs%5B0%5D%5Bq%5D=&qs%5B0%5D%5Bb%5D=and&qs%5B1%5D%5Bf%5D=200&qs%5B1%5D%5Bq%5D=&qs%5B1%5D%5Bb%5D=and&qs%5B2%5D%5Bf%5D=9801&qs%5B2%5D%5Bq%5D=%E1%83%95%E1%83%90%E1%83%96%E1%83%98+%E1%83%93%E1%83%90+%E1%83%A6%E1%83%95%E1%83%98%E1%83%9C%E1%83%9D&qs%5B2%5D%5Bb%5D=and&qs%5B3%5D%5Bf%5D=9802&qs%5B3%5D%5Bq%5D=1920&qs%5B3%5D%5Bb%5D=and&qs%5B4%5D%5Bf%5D=600&qs%5B4%5D%5Bq%5D=&qs%5B4%5D%5Bb%5D=and&qs%5B5%5D%5Bf%5D=606&qs%5B5%5D%5Bq%5D=&pft=biblio&rnum=50&kbd=en&submit_btn=%E1%83%AB%E1%83%98%E1%83%94%E1%83%91%E1%83%90,1,http://www.nplg.gov.ge/ec/ka/amat/search.html?cmd=search&pft=biblio&from=1&rnum=50&sf=advanced&qs=a%3A6%3A%7Bi%3A0%3Ba%3A3%3A%7Bs%3A1%3A%22f%22%3Bs%3A3%3A%22700%22%3Bs%3A1%3A%22q%22%3Bs%3A0%3A%22%22%3Bs%3A1%3A%22b%22%3Bs%3A3%3A%22and%22%3B%7Di%3A1%3Ba%3A3%3A%7Bs%3A1%3A%22f%22%3Bs%3A3%3A%22200%22%3Bs%3A1%3A%22q%22%3Bs%3A0%3A%22%22%3Bs%3A1%3A%22b%22%3Bs%3A3%3A%22and%22%3B%7Di%3A2%3Ba%3A3%3A%7Bs%3A1%3A%22f%22%3Bs%3A4%3A%229801%22%3Bs%3A1%3A%22q%22%3Bs%3A35%3A%22%E1%83%95%E1%83%90%E1%83%96%E1%83%98+%E1%83%93%E1%83%90+%E1%83%A6%E1%83%95%E1%83%98%E1%83%9C%E1%83%9D%22%3Bs%3A1%3A%22b%22%3Bs%3A3%3A%22and%22%3B%7Di%3A3%3Ba%3A3%3A%7Bs%3A1%3A%22f%22%3Bs%3A4%3A%229802%22%3Bs%3A1%3A%22q%22%3Bs%3A4%3A%221920%22%3Bs%3A1%3A%22b%22%3Bs%3A3%3A%22and%22%3B%7Di%3A4%3Ba%3A3%3A%7Bs%3A1%3A%22f%22%3Bs%3A3%3A%22600%22%3Bs%3A1%3A%22q%22%3Bs%3A0%3A%22%22%3Bs%3A1%3A%22b%22%3Bs%3A3%3A%22and%22%3B%7Di%3A5%3Ba%3A2%3A%7Bs%3A1%3A%22f%22%3Bs%3A3%3A%22606%22%3Bs%3A1%3A%22q%22%3Bs%3A0%3A%22%22%3B%7D%7D,ვაზი და ღვინო,მეღვინე-მევენახეთა მე-2 ყრილობის პროგრამა : წესრიგი : (1921 წლის 23-24 თებერვალი) / მეღვინე-მევენახეთა ყრილობა,მეღვინე-მევენახეთა ყრილობა (2),1921,N1,გვ.5,"მეღვინე-მევენახეთა მე-2 ყრილობის პროგრამა : წესრიგი : (1921 წლის 23-24 თებერვალი) / მეღვინე-მევენახეთა ყრილობა // ვაზი და ღვინო. - თბილისი, 1920. - N1. - გვ.5[MFN: 116111]",116111,,,,,,,,,  მევენახეობა.
1524727419-22,http://www.nplg.gov.ge/ec/ka/amat/search.html?cmd=search&sf=advanced&qs%5B0%5D%5Bf%5D=700&qs%5B0%5D%5Bq%5D=&qs%5B0%5D%5Bb%5D=and&qs%5B1%5D%5Bf%5D=200&qs%5B1%5D%5Bq%5D=&qs%5B1%5D%5Bb%5D=and&qs%5B2%5D%5Bf%5D=9801&qs%5B2%5D%5Bq%5D=%E1%83%95%E1%83%90%E1%83%96%E1%83%98+%E1%83%93%E1%83%90+%E1%83%A6%E1%83%95%E1%83%98%E1%83%9C%E1%83%9D&qs%5B2%5D%5Bb%5D=and&qs%5B3%5D%5Bf%5D=9802&qs%5B3%5D%5Bq%5D=1996&qs%5B3%5D%5Bb%5D=and&qs%5B4%5D%5Bf%5D=600&qs%5B4%5D%5Bq%5D=&qs%5B4%5D%5Bb%5D=and&qs%5B5%5D%5Bf%5D=606&qs%5B5%5D%5Bq%5D=&pft=biblio&rnum=50&kbd=en&submit_btn=%E1%83%AB%E1%83%98%E1%83%94%E1%83%91%E1%83%90,,,ვაზი და ღვინო,"ღვინო ""სამამულეს"" დაყენების და დაძველების ტექნოლოგია / ბ. სირაძე","სირაძე, ბ.",1996,N1,გვ.157-161,"ღვინო ""სამამულეს"" დაყენების და დაძველების ტექნოლოგია / ბ. სირაძე // ვაზი და ღვინო. - თბილისი, 1996. - N1-4. - გვ.157-161[MFN: 296983]",296983,,,,,,,,,  კვების მრეწველობა; სურსათის წარმოებანი; მეღვინეობა.
1524727435-214,http://www.nplg.gov.ge/ec/ka/amat/search.html?cmd=search&sf=advanced&qs%5B0%5D%5Bf%5D=700&qs%5B0%5D%5Bq%5D=&qs%5B0%5D%5Bb%5D=and&qs%5B1%5D%5Bf%5D=200&qs%5B1%5D%5Bq%5D=&qs%5B1%5D%5Bb%5D=and&qs%5B2%5D%5Bf%5D=9801&qs%5B2%5D%5Bq%5D=%E1%83%95%E1%83%90%E1%83%96%E1%83%98+%E1%83%93%E1%83%90+%E1%83%A6%E1%83%95%E1%83%98%E1%83%9C%E1%83%9D&qs%5B2%5D%5Bb%5D=and&qs%5B3%5D%5Bf%5D=9802&qs%5B3%5D%5Bq%5D=1920&qs%5B3%5D%5Bb%5D=and&qs%5B4%5D%5Bf%5D=600&qs%5B4%5D%5Bq%5D=&qs%5B4%5D%5Bb%5D=and&qs%5B5%5D%5Bf%5D=606&qs%5B5%5D%5Bq%5D=&pft=biblio&rnum=50&kbd=en&submit_btn=%E1%83%AB%E1%83%98%E1%83%94%E1%83%91%E1%83%90,2,http://www.nplg.gov.ge/ec/ka/amat/search.html?cmd=search&pft=biblio&from=51&rnum=50&sf=advanced&qs=a%3A6%3A%7Bi%3A0%3Ba%3A3%3A%7Bs%3A1%3A%22f%22%3Bs%3A3%3A%22700%22%3Bs%3A1%3A%22q%22%3Bs%3A0%3A%22%22%3Bs%3A1%3A%22b%22%3Bs%3A3%3A%22and%22%3B%7Di%3A1%3Ba%3A3%3A%7Bs%3A1%3A%22f%22%3Bs%3A3%3A%22200%22%3Bs%3A1%3A%22q%22%3Bs%3A0%3A%22%22%3Bs%3A1%3A%22b%22%3Bs%3A3%3A%22and%22%3B%7Di%3A2%3Ba%3A3%3A%7Bs%3A1%3A%22f%22%3Bs%3A4%3A%229801%22%3Bs%3A1%3A%22q%22%3Bs%3A35%3A%22%E1%83%95%E1%83%90%E1%83%96%E1%83%98+%E1%83%93%E1%83%90+%E1%83%A6%E1%83%95%E1%83%98%E1%83%9C%E1%83%9D%22%3Bs%3A1%3A%22b%22%3Bs%3A3%3A%22and%22%3B%7Di%3A3%3Ba%3A3%3A%7Bs%3A1%3A%22f%22%3Bs%3A4%3A%229802%22%3Bs%3A1%3A%22q%22%3Bs%3A4%3A%221920%22%3Bs%3A1%3A%22b%22%3Bs%3A3%3A%22and%22%3B%7Di%3A4%3Ba%3A3%3A%7Bs%3A1%3A%22f%22%3Bs%3A3%3A%22600%22%3Bs%3A1%3A%22q%22%3Bs%3A0%3A%22%22%3Bs%3A1%3A%22b%22%3Bs%3A3%3A%22and%22%3B%7Di%3A5%3Ba%3A2%3A%7Bs%3A1%3A%22f%22%3Bs%3A3%3A%22606%22%3Bs%3A1%3A%22q%22%3Bs%3A0%3A%22%22%3B%7D%7D,ვაზი და ღვინო,ცნობები,,1920,N10,გვ.10-11,"ცნობები // ვაზი და ღვინო. - თბილისი, 1920. - N10. - გვ.10-11[MFN: 428573]",428573,"  საქართველოს სოფლის მეურნეობის პალატის დაარსება, სახელმწიფო უნივერსიტეტის აგრონომიულ ფაკულტეტზე მეღვინეობისა და მევენახეობის კათედრების მოწყობა და სხვ.",,  სოფლის მეურნეობა; მევენახეობა-მეღვინეობა; მესაქონლეობა; ბანკები.,  მელიქიშვილი პ.; ფილატოვი; ჩოლოყაშვილი ს..,"  სახელმწიფო უნივერსიტეტი; კოოპერატივი კახელ მევენახეთა ""კავშირთ-კავშირი"".",,  სოფლის მეურნეობის პალატა; კოოპერატივები.,,
1524727426-93,http://www.nplg.gov.ge/ec/ka/amat/search.html?cmd=search&sf=advanced&qs%5B0%5D%5Bf%5D=700&qs%5B0%5D%5Bq%5D=&qs%5B0%5D%5Bb%5D=and&qs%5B1%5D%5Bf%5D=200&qs%5B1%5D%5Bq%5D=&qs%5B1%5D%5Bb%5D=and&qs%5B2%5D%5Bf%5D=9801&qs%5B2%5D%5Bq%5D=%E1%83%95%E1%83%90%E1%83%96%E1%83%98+%E1%83%93%E1%83%90+%E1%83%A6%E1%83%95%E1%83%98%E1%83%9C%E1%83%9D&qs%5B2%5D%5Bb%5D=and&qs%5B3%5D%5Bf%5D=9802&qs%5B3%5D%5Bq%5D=1993&qs%5B3%5D%5Bb%5D=and&qs%5B4%5D%5Bf%5D=600&qs%5B4%5D%5Bq%5D=&qs%5B4%5D%5Bb%5D=and&qs%5B5%5D%5Bf%5D=606&qs%5B5%5D%5Bq%5D=&pft=biblio&rnum=50&kbd=en&submit_btn=%E1%83%AB%E1%83%98%E1%83%94%E1%83%91%E1%83%90,,,ვაზი და ღვინო,"ქართული მეცნიერების სინდისი : [მევენახეობის მოამაგის, გამოჩენილი მეცნიერის, პროფესორ მაქსიმე რამიშვილის გახსენება]",,1993,N1,გვ.69-72,"ქართული მეცნიერების სინდისი : [მევენახეობის მოამაგის, გამოჩენილი მეცნიერის, პროფესორ მაქსიმე რამიშვილის გახსენება] // ვაზი და ღვინო. - თბილისი, 1993. - N1-2. - გვ.69-72[MFN: 339994]",339994,,,,,,"  რამიშვილი მაქსიმე (მევენახე, პროფესორი).",,,  საქართველო; მევენახეობა; ქართველი მეღვინეები.
1524727426-88,http://www.nplg.gov.ge/ec/ka/amat/search.html?cmd=search&sf=advanced&qs%5B0%5D%5Bf%5D=700&qs%5B0%5D%5Bq%5D=&qs%5B0%5D%5Bb%5D=and&qs%5B1%5D%5Bf%5D=200&qs%5B1%5D%5Bq%5D=&qs%5B1%5D%5Bb%5D=and&qs%5B2%5D%5Bf%5D=9801&qs%5B2%5D%5Bq%5D=%E1%83%95%E1%83%90%E1%83%96%E1%83%98+%E1%83%93%E1%83%90+%E1%83%A6%E1%83%95%E1%83%98%E1%83%9C%E1%83%9D&qs%5B2%5D%5Bb%5D=and&qs%5B3%5D%5Bf%5D=9802&qs%5B3%5D%5Bq%5D=1993&qs%5B3%5D%5Bb%5D=and&qs%5B4%5D%5Bf%5D=600&qs%5B4%5D%5Bq%5D=&qs%5B4%5D%5Bb%5D=and&qs%5B5%5D%5Bf%5D=606&qs%5B5%5D%5Bq%5D=&pft=biblio&rnum=50&kbd=en&submit_btn=%E1%83%AB%E1%83%98%E1%83%94%E1%83%91%E1%83%90,,,ვაზი და ღვინო,ღვინის საწარმოები - მუხის კასრების გარეშე?! / ა. ქურდაძე,"ქურდაძე, ა.",1993,N1,გვ.59-60,"ღვინის საწარმოები - მუხის კასრების გარეშე?! / ა. ქურდაძე // ვაზი და ღვინო. - თბილისი, 1993. - N1-2. - გვ.59-60[MFN: 299623]",299623,,,,,,,,,  კვების მრეწველობა; მიკრობიოლოგიური მრეწველობა; სადუღარის წარმოება; მეღვინეობა.
1524727432-175,http://www.nplg.gov.ge/ec/ka/amat/search.html?cmd=search&sf=advanced&qs%5B0%5D%5Bf%5D=700&qs%5B0%5D%5Bq%5D=&qs%5B0%5D%5Bb%5D=and&qs%5B1%5D%5Bf%5D=200&qs%5B1%5D%5Bq%5D=&qs%5B1%5D%5Bb%5D=and&qs%5B2%5D%5Bf%5D=9801&qs%5B2%5D%5Bq%5D=%E1%83%95%E1%83%90%E1%83%96%E1%83%98+%E1%83%93%E1%83%90+%E1%83%A6%E1%83%95%E1%83%98%E1%83%9C%E1%83%9D&qs%5B2%5D%5Bb%5D=and&qs%5B3%5D%5Bf%5D=9802&qs%5B3%5D%5Bq%5D=1920&qs%5B3%5D%5Bb%5D=and&qs%5B4%5D%5Bf%5D=600&qs%5B4%5D%5Bq%5D=&qs%5B4%5D%5Bb%5D=and&qs%5B5%5D%5Bf%5D=606&qs%5B5%5D%5Bq%5D=&pft=biblio&rnum=50&kbd=en&submit_btn=%E1%83%AB%E1%83%98%E1%83%94%E1%83%91%E1%83%90,,,ვაზი და ღვინო,ფოსტა : ჩვენს კორესპონდენტებს,,1920,N3,გვ.15,"ფოსტა : ჩვენს კორესპონდენტებს // ვაზი და ღვინო. - თბილისი, 1920. - N3. - გვ.15[MFN: 428499]",428499,"  ჟ. ""ღვინო და ვაზის"" რედაქციის მიმართვა კორესპონდენტებისადმი",,  პერიოდული გამოცემები.,  იაკობაშვილი გ..,"  ჟ. ""ღვინო და ვაზი"".",,  ჟურნალები.,,
1524727429-130,http://www.nplg.gov.ge/ec/ka/amat/search.html?cmd=search&sf=advanced&qs%5B0%5D%5Bf%5D=700&qs%5B0%5D%5Bq%5D=&qs%5B0%5D%5Bb%5D=and&qs%5B1%5D%5Bf%5D=200&qs%5B1%5D%5Bq%5D=&qs%5B1%5D%5Bb%5D=and&qs%5B2%5D%5Bf%5D=9801&qs%5B2%5D%5Bq%5D=%E1%83%95%E1%83%90%E1%83%96%E1%83%98+%E1%83%93%E1%83%90+%E1%83%A6%E1%83%95%E1%83%98%E1%83%9C%E1%83%9D&qs%5B2%5D%5Bb%5D=and&qs%5B3%5D%5Bf%5D=9802&qs%5B3%5D%5Bq%5D=1992&qs%5B3%5D%5Bb%5D=and&qs%5B4%5D%5Bf%5D=600&qs%5B4%5D%5Bq%5D=&qs%5B4%5D%5Bb%5D=and&qs%5B5%5D%5Bf%5D=606&qs%5B5%5D%5Bq%5D=&pft=biblio&rnum=50&kbd=en&submit_btn=%E1%83%AB%E1%83%98%E1%83%94%E1%83%91%E1%83%90,,,ვაზი და ღვინო,"ღვინო - მკურნალი : [ექიმების, სახალხო მკურნალების, ფილოსოფოსების და სხვა სწავლულთა მოსაზრებები ღვინით მკურნალობის შესახებ]",,1992,N1,გვ.103-104,"ღვინო - მკურნალი : [ექიმების, სახალხო მკურნალების, ფილოსოფოსების და სხვა სწავლულთა მოსაზრებები ღვინით მკურნალობის შესახებ] // ვაზი და ღვინო. - თბილისი, 1992. - N1. - გვ.103-104[MFN: 342685]",342685,,,,,,,,,  საქართველო; მეღვინეობა.
